Fighter_iD,Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
2898,Greg Scott, 3-4-0,"5' 9""",145,--,,--,3.9,55,7.79,37,11.69,100,0,0
2899,Ray Sloan, 8-1-0,"6' 1""",205,--,,"Jul 14, 1985",0,0,0,0,0,0,0,0
2900,Mark Striegl, 18-3-0 (1 NC),"5' 8""",135,"70""",Southpaw,"Jun 23, 1988",3.53,42,21.18,25,0,0,0,0
2901,Joe Stevenson, 33-16-0,"5' 7""",145,"70""",Orthodox,"Jun 15, 1982",2.05,44,2.44,60,2.75,44,39,2.2
2902,Takashi Sugiura, 1-3-0,"5' 11""",225,--,Southpaw,"May 31, 1970",1.37,40,2.08,53,1.33,66,0,0
2903,Iliarde Santos, 30-13-1 (1 NC),"5' 5""",125,"67""",Orthodox,"Sep 25, 1980",3,30,6.1,57,1.66,23,83,0
2904,Song Yadong, 16-5-1 (1 NC),"5' 8""",145,"67""",Orthodox,"Dec 02, 1997",4.35,42,3.64,57,0.59,75,56,0.4
2905,Dustin Stoltzfus, 13-2-0,"6' 0""",185,"75""",Orthodox,"Nov 15, 1991",2.48,57,3.93,48,0.78,12,62,0.8
2906,Jin Soo Son, 9-4-0,"5' 6""",135,"69""",Orthodox,"Apr 01, 1993",5.1,36,7.63,52,1.5,25,100,0
2907,Andreas Spang, 9-3-0,"6' 1""",185,--,,"Nov 07, 1978",0,0,0,0,0,0,0,0
2908,Brian Schwartz, 1-1-0,"6' 3""",170,--,Orthodox,--,1.27,44,0.87,45,0,0,50,1
2909,Matt Serra, 11-7-0,"5' 6""",170,"68""",Orthodox,"Jun 02, 1974",1.98,39,2.64,46,2.05,20,38,0.9
2910,Jack Shore, 14-0-0,"5' 8""",135,"71""",Orthodox,"Feb 06, 1995",3.14,57,1.61,56,5.52,46,100,0.8
2911,Amar Suloev, 24-7-0,"5' 9""",183,--,Orthodox,"Jul 01, 1976",1.98,37,2.19,70,0.27,100,88,0.3
2912,Lazar Stojadinovic, 12-5-0,"5' 7""",145,"68""",Southpaw,"Mar 22, 1989",1.82,29,1.97,59,0,0,0,0
2913,Marc Stevens, 21-10-0,"5' 9""",155,--,,--,0.45,26,1.79,46,0,0,0,0
2914,Brad Scott, 11-6-0,"6' 1""",170,"76""",Orthodox,"Jun 24, 1989",3.52,41,4.31,57,0.32,15,63,0.7
2915,Matthew Semelsberger, 8-3-0,"6' 1""",170,"75""",Switch,"Nov 23, 1992",6.11,48,5.68,61,0.99,100,100,0.5
2916,Matheus Scheffel, 14-6-0,"6' 2""",205,--,,"Apr 11, 1992",0,0,0,0,0,0,0,0
2917,Gennaro Strangis, 0-1-0,--,--,--,,--,0,0,0,0,0,0,0,0
2918,Daniel Schmitt, 2-3-0,--,185,--,,--,0,0,0,0,0,0,0,0
2919,Douglas Silva de Andrade, 26-4-0 (1 NC),"5' 7""",145,"68""",Orthodox,"Jun 22, 1985",3.77,38,4.26,58,0.7,50,66,0
2920,Alex Soto, 8-3-1,"5' 8""",135,--,Southpaw,"Feb 15, 1984",2.95,25,5.02,59,2.82,30,0,0
2921,Kevin Syler, 10-1-0,"5' 9""",155,"71""",Switch,"Jul 29, 1993",5.6,69,4.03,48,1,40,77,2
2922,Jeremy Stephens, 28-18-0 (1 NC),"5' 9""",145,"71""",Orthodox,"May 25, 1986",3.18,40,3.06,58,1.16,38,65,0.4
2923,Tyler Stinson, 30-10-0,"6' 3""",170,--,,"Jan 17, 1986",2.8,23,4.6,56,0.5,100,0,0.5
2924,Gerald Strebendt, 9-7-0,"5' 9""",155,--,Orthodox,"Mar 01, 1979",0,0,4,38,0,0,0,16.4
2925,Scott Smith, 18-11-0 (1 NC),"6' 0""",185,"70""",Orthodox,"May 21, 1979",1.9,27,5.87,50,0.12,6,58,0.5
2926,Hayato Sakurai, 38-13-2,"5' 7""",168,--,Orthodox,"Aug 24, 1975",2.45,49,1.94,59,1.87,69,56,0.3
2927,Mike Seal, 13-15-1 (1 NC),"6' 4""",185,--,Orthodox,--,5.5,68,3.33,50,0,0,33,0
2928,Kyosuke Sasaki, 3-7-4,"5' 7""",183,--,Southpaw,--,0.33,45,0.93,46,0,0,0,0
2929,Greg Stott, 0-1-0,"5' 7""",220,--,Southpaw,--,0,0,0,0,0,0,0,0
2930,Lucasz Sudolski, 8-0-0,--,205,--,,"Jun 15, 1993",0,0,0,0,0,0,0,0
2931,Mackens Semerzier, 8-4-0 (1 NC),"5' 9""",145,"72""",Orthodox,"Nov 03, 1980",2.91,45,3.48,46,2.14,50,50,2.1
2932,Josh Shockley, 11-4-0,"6' 1""",155,--,Orthodox,"Nov 15, 1989",1.4,33,1.75,60,0,0,61,0.8
2933,Clifford Starks, 13-3-0,"6' 0""",185,"78""",Orthodox,"Apr 25, 1981",1.94,33,2.49,58,1.94,100,60,0
2934,Masaaki Satake, 1-8-1,"6' 1""",220,--,Orthodox,"Aug 17, 1965",1.4,35,3.76,41,0,0,58,0
2935,Daniel Swain, 20-10-1,"5' 9""",145,"70""",Orthodox,"Jan 30, 1991",0.8,44,3.2,40,0,0,0,6
2936,Leo Sylvest, 10-16-0,"5' 11""",205,--,Orthodox,"Sep 03, 1973",0,0,6.58,27,0,0,0,0
2937,Lucas Stark, 1-5-0,--,155,--,,--,1.6,25,3.2,66,12,100,0,0
2938,Rob Sinclair, 13-5-0,"5' 8""",155,--,,"Feb 20, 1980",1.2,33,1.73,73,0,0,50,0
2939,Alessio Sakara, 19-11-0 (2 NC),"6' 0""",185,"72""",Orthodox,"Sep 02, 1981",3.96,47,2.8,59,2.18,78,62,0
2940,Gokhan Saki, 1-2-0,"6' 0""",205,"73""",Orthodox,"Oct 19, 1983",7.09,58,4.57,53,0,0,100,0
2941,Niklas Stolze, 12-4-0,"6' 1""",170,"74""",Switch,"Dec 28, 1992",2,41,1.93,56,1,100,66,0
2942,Jean Silva, 19-12-3 (1 NC),"5' 6""",160,--,Orthodox,"Oct 08, 1977",0.73,22,2.93,52,0,0,0,0
2943,Brian Stann, 12-6-0,"6' 1""",205,"74""",Orthodox,"Sep 24, 1980",3.28,42,2.65,59,0.12,12,60,0.3
2944,Kenneth Seegrist, 4-7-0,"6' 0""",185,--,Orthodox,--,3.21,66,1.28,0,0,0,40,14.4
2945,Elvis Sinosic, 7-11-2,"6' 3""",205,"77""",Orthodox,"Feb 13, 1971",1.13,37,4.6,53,0,0,0,1.2
2946,Yokthai Sithoar, 0-1-0,"5' 7""",143,--,,"Dec 25, 1974",0,0,0,0,0,0,0,0
2947,Sidney Silva, 8-4-0,"6' 3""",170,--,Southpaw,"Feb 27, 1972",2.86,65,3.3,34,3.3,100,0,0
2948,Josh Smith, 9-8-0,"6' 0""",155,--,Orthodox,"Jul 02, 1982",0.73,28,1.4,54,0,0,57,2
2949,Mark Schultz, 1-1-0,"5' 9""",200,--,Orthodox,--,0,0,0,0,0,0,0,0
2950,Chas Skelly, 18-3-0 (1 NC),"5' 11""",145,"72""",Orthodox,"May 11, 1985",2.02,40,3.35,48,1.71,34,33,2.4
2951,Brendan Seguin, 23-19-1,"6' 0""",185,--,,"Jul 03, 1976",2.6,45,0.6,84,5,62,100,0
2952,Leonardo Santos, 18-5-1,"6' 0""",155,"75""",Orthodox,"Feb 05, 1980",2.65,44,2.77,58,1.07,29,89,0.3
2953,Bob Sapp, 11-20-0,"6' 5""",350,--,Orthodox,"Sep 22, 1974",3.19,55,1.88,49,0.58,100,72,0
2954,Kerry Schall, 24-13-0 (1 NC),"6' 2""",265,--,Orthodox,"Aug 09, 1971",0.94,11,4.84,63,0,0,0,0
2955,Magomed Sultanakhmedov, 18-6-0,"6' 2""",185,--,Southpaw,--,0,0,2.4,42,9,100,0,9
2956,Naho Sugiyuma, 12-5-0,"5' 1""",105,--,,"Feb 03, 1978",2.59,48,2.45,71,2.05,100,66,0
2957,Chris Saunders, 16-8-0,"5' 8""",155,--,,"Mar 11, 1986",1.48,22,2.96,75,3.7,100,0,0
2958,Rory Singer, 11-9-0,"6' 2""",185,"77""",Orthodox,"May 28, 1976",2.55,39,2.42,63,0.39,25,64,0.8
2959,Jose Santibanez, 10-3-0,--,155,--,,"Jan 18, 1980",0,0,0,0,0,0,0,0
2960,Diego Sanchez, 31-13-0,"5' 10""",170,"72""",Southpaw,"Dec 31, 1981",2.69,37,3.02,56,1.51,24,46,0.8
2961,Joe Son, 0-4-0,"5' 4""",236,--,Orthodox,"Nov 22, 1970",0,0,0,0,0,0,0,0
2962,Josh Stansbury, 4-8-0,"6' 2""",205,"74""",Orthodox,"Nov 19, 1984",3.22,54,3.54,54,0,0,87,1
2963,Gabriel Silva, 8-2-0,"5' 6""",135,"71""",Orthodox,"Aug 26, 1994",1.3,34,3.47,45,1.5,25,38,0.5
2964,Tony Sims, 12-4-0,"5' 11""",155,"70""",Southpaw,"Oct 14, 1985",1.81,63,0.76,65,0.71,50,50,0.7
2965,Ovince Saint Preux, 25-15-0,"6' 3""",205,"80""",Southpaw,"Apr 08, 1983",2.68,46,3.03,45,1.19,40,66,0.6
2966,Mark Scanlon, 9-2-0,"5' 9""",170,--,Orthodox,--,2.2,35,3.33,48,3,75,25,2
2967,Natalia Silva, 12-5-1,"5' 4""",125,--,,"Feb 03, 1997",0,0,0,0,0,0,0,0
2968,Edson Silva, 14-12-0 (1 NC),--,205,--,Orthodox,--,2.69,14,5.37,50,0,0,0,0
2969,Aljamain Sterling, 20-3-0,"5' 7""",135,"71""",Orthodox,"Jul 31, 1989",4.84,49,2.2,63,1.77,24,41,0.9
2970,Vinicius Salvador, 12-4-0,--,135,--,,--,0,0,0,0,0,0,0,0
2971,Hector Sandoval, 14-4-0,"5' 2""",125,"64""",Orthodox,"Jul 19, 1986",3.31,52,2.33,65,3.49,25,71,1.4
2972,Bruno Silva, 20-6-0,"6' 0""",185,"74""",Orthodox,"Jul 13, 1989",4,73,0.21,0,0,0,100,0
2973,Nicholas Sergiacomi, 1-1-0,--,170,--,,--,4.38,55,3.94,59,0,0,0,0
2974,Samy Schiavo, 10-6-0,"5' 8""",155,--,Orthodox,"Dec 24, 1975",1.68,34,2.62,38,0.94,50,66,0.9
2975,Cody Sons, 3-7-0,"5' 9""",205,--,,--,0,0,0,0,0,0,0,0
2976,Roldan Sangcha'an, 4-2-0,"5' 4""",125,--,Orthodox,"Dec 04, 1990",2.71,46,2.15,51,1.94,60,68,0
2977,Brandon Sene, 2-2-0,"5' 11""",205,--,,"May 21, 1981",0,0,0,0,0,0,0,0
2978,Dion Staring, 35-14-0,"6' 1""",235,--,Orthodox,"Jun 09, 1978",1.09,37,5,47,0,0,33,0
2979,Jeri Sitzes, 3-1-0,"5' 5""",125,--,,--,0,0,0,0,0,0,0,0
2980,Siala Siliga, 12-5-0,"6' 1""",290,--,Orthodox,"Oct 08, 1970",1.08,26,1.96,50,1.47,50,80,0
2981,Danny Sabatello, 9-1-0,"5' 10""",135,"71""",Orthodox,"Mar 31, 1993",2.07,57,0.2,25,3,75,100,1
2982,Ivan Salaverry, 14-9-0,"6' 0""",185,--,Orthodox,"Jan 11, 1971",3.01,47,1.19,76,0.49,18,36,2.5
2983,Katsuyori Shibata, 4-11-1,"6' 0""",168,--,Orthodox,"Nov 17, 1979",2.06,35,2.4,53,0.49,50,53,0.7
2984,Tarec Saffiedine, 16-7-0,"5' 10""",170,"70""",Switch,"Sep 06, 1986",4.05,47,3.06,62,0.52,36,84,0.1
2985,Andre Soukhamthath, 13-8-0,"5' 9""",135,"70""",Orthodox,"Oct 23, 1988",2.77,44,4.31,49,1.25,53,58,0.2
2986,Erick Sanchez, 8-3-0,"5' 10""",145,--,,"Oct 04, 1990",0,0,0,0,0,0,0,0
2987,Bobby Sanchez, 10-35-0,"5' 7""",155,--,Orthodox,--,0,0,0,100,0,0,100,0
2988,Pete Sell, 10-7-0,"5' 11""",170,"75""",Orthodox,"Aug 05, 1982",2.6,42,3.65,51,0.91,21,47,0.9
2989,Everett Sims, 4-1-0,"6' 5""",260,"77""",Southpaw,"Sep 04, 1988",0.81,66,2.19,30,0,0,42,1.2
2990,Tony Sylvester, 11-3-0,"6' 1""",225,--,Southpaw,"Jan 27, 1978",0,0,10.12,12,0,0,0,0
2991,Jake Shields, 31-9-1 (1 NC),"6' 0""",170,"72""",Orthodox,"Jan 09, 1979",2.45,36,1.8,56,2.83,29,35,1.2
2992,Cristina Stanciu, 5-2-0,"5' 3""",115,--,Orthodox,"Mar 29, 1994",2.5,50,3.07,52,0.85,100,40,1.7
2993,Nate Schroeder, 11-10-0,"6' 1""",230,--,,--,0,0,0,0,0,0,0,0
2994,Alex Schoenauer, 15-10-0,"6' 3""",185,--,Orthodox,"May 05, 1976",1.22,40,2.27,42,0,0,22,4.9
2995,Adam Schindler, 10-6-0,"5' 8""",155,--,,"May 19, 1983",0,0,0,0,0,0,0,0
2996,Lukasz Sajewski, 13-3-0,"5' 8""",155,"71""",Orthodox,"Nov 27, 1990",2.06,35,3.88,57,1.01,25,66,0
2997,Dave Strasser, 25-8-0,"5' 10""",170,--,Orthodox,"Jul 13, 1969",3.04,45,1.88,59,0.72,33,33,0
2998,Stefan Struve, 33-13-0,"6' 11""",265,"84""",Orthodox,"Feb 18, 1988",3.12,47,4.04,46,0.56,46,55,1.7
2999,Dayana Silva, 7-4-0,"5' 7""",135,--,Orthodox,"Aug 27, 1990",6.33,51,5.93,57,0,0,42,0
3000,Patrick Speight, 7-3-0,"6' 1""",170,--,Orthodox,--,0,0,0,0,0,0,0,0
3001,Sean Strickland, 23-3-0,"6' 1""",185,"76""",Orthodox,"Feb 27, 1991",5.14,39,3.64,67,1.14,60,82,0.4
3002,Emiliano Sordi, 16-7-0,"6' 2""",205,--,Orthodox,"Feb 15, 1991",4.79,50,4.79,48,0,0,100,8.3
3003,Eric Schafer, 14-8-2,"6' 3""",185,"76""",Orthodox,"Sep 20, 1977",1.89,34,3.38,56,1.81,36,50,1.8
3004,Paul Sass, 14-2-0,"6' 0""",155,"73""",Orthodox,"Aug 04, 1988",0.53,26,1.9,51,0.53,16,33,7.4
3005,Dmitry Sosnovskiy, 11-0-0,"6' 3""",240,"77""",Orthodox,"Jul 06, 1989",2.95,70,2.53,35,3.16,66,100,3.2
3006,Andreas Stahl, 10-4-0,"5' 11""",170,--,Orthodox,"May 20, 1988",2.83,37,4.74,57,1.55,66,80,0
3007,Art Santore, 18-8-0,"6' 2""",185,--,,"Oct 26, 1972",1.4,12,7.31,52,0,0,100,0
3008,Jason Sharp, 3-3-0,--,205,--,,--,0,0,0,0,0,0,0,0
3009,Kazushi Sakuraba, 26-17-1 (2 NC),"6' 0""",185,--,Southpaw,"Jul 14, 1969",1.26,41,2.03,51,1.26,31,48,1.7
3010,Yusup Saadulaev, 16-4-1 (1 NC),"5' 6""",135,--,,"Mar 31, 1985",0.57,45,0.96,66,5.73,60,0,1
3011,Rosi Sexton, 13-5-0,"5' 3""",135,--,Orthodox,"Jul 16, 1977",3.31,39,7.42,41,0.75,10,80,0
3012,Kamal Shalorus, 9-5-2,"5' 8""",155,"68""",Orthodox,"Aug 27, 1972",3.06,32,2.99,70,2.07,50,80,0
3013,Justin Sumter, 7-3-0,"6' 2""",185,"80""",Southpaw,"Nov 16, 1989",2.68,48,7.64,34,2.87,100,0,0
3014,Antonina Shevchenko, 9-3-0,"5' 8""",125,"67""",Southpaw,"Nov 20, 1984",3.87,56,2.77,50,0.57,60,50,0.6
3015,Hugo Sandoval, 2-3-0,--,135,--,,--,0,0,0,0,0,0,0,0
3016,Jacob Silva, 6-4-0,"5' 5""",125,"67""",Orthodox,"Feb 23, 1988",4.17,44,4.92,56,1.51,100,66,0
3017,Dmitrii Smoliakov, 9-3-0,"6' 2""",253,"74""",Switch,"Aug 05, 1982",1.44,42,3.81,55,0,0,75,0
3018,Julian Sanchez, 0-1-0,"6' 3""",300,--,Orthodox,--,0,0,0,0,0,0,0,0
3019,Dmitri Stepanov, 0-1-0,"6' 3""",217,--,Orthodox,--,0,0,0,0,0,0,0,0
3020,Genki Sudo, 15-4-2,"5' 9""",155,--,Orthodox,"Mar 08, 1978",1.55,39,2.23,33,3.58,60,50,4.2
3021,Amir Sadollah, 6-5-0,"5' 10""",170,"75""",Orthodox,"Aug 27, 1980",4.71,46,3.55,60,0.57,27,60,0.3
3022,Daniel Straus, 24-7-0 (1 NC),"5' 7""",145,"71""",,"Jul 27, 1984",4.76,43,2.99,57,0.84,15,81,1.1
3023,Ray Steinbeiss, 14-7-0,"5' 11""",170,--,Orthodox,"Sep 12, 1979",0,0,0,100,0,0,0,0
3024,Jay Silva, 10-11-1,"6' 2""",185,--,Southpaw,--,1.13,34,3.07,40,0,0,38,1
3025,Colleen Schneider, 11-7-0,--,135,--,,--,2.17,48,2.5,50,2.5,50,60,0
3026,Joe Solecki, 11-2-0,"5' 9""",155,"70""",Orthodox,"Aug 27, 1993",2.68,66,0.85,58,2.39,50,0,0.8
3027,Josh Shockman, 6-3-0,"6' 4""",235,--,Southpaw,"Dec 29, 1980",0.87,32,0.87,58,0,0,23,0
3028,Jeimeson Saudino, 8-5-0,"5' 6""",135,--,,"Mar 05, 1991",0.66,30,0.82,84,2.47,50,0,2.5
3029,Chad W. Saunders, 7-2-0,"5' 10""",170,--,Orthodox,--,0,0,0,0,0,0,0,0
3030,Ryuta Sakurai, 24-24-6,"5' 7""",183,--,Orthodox,--,1.8,48,3.44,58,0.52,100,36,1.6
3031,Ricky Steele, 6-0-0,"5' 9""",135,"74""",Orthodox,"May 26, 1988",4.07,70,2.93,50,0,0,91,0
3032,Johnny Sampaio, 3-1-0,"5' 8""",170,--,Orthodox,"Sep 11, 1975",1.32,40,2.64,50,9.89,50,0,9.9
3033,Sam Stout, 20-12-1,"5' 9""",155,"70""",Orthodox,"Apr 23, 1984",4.17,28,4.08,57,0.63,38,77,0.1
3034,Wes Shivers, 7-1-0,"6' 8""",--,--,,--,0,0,0,0,0,0,0,0
3035,Luis Santos, 63-10-1 (1 NC),"6' 1""",170,--,Southpaw,--,4.4,57,4,64,0,0,0,0
3036,Thiago Silva, 19-6-0 (2 NC),"6' 2""",205,"74""",Orthodox,"Nov 12, 1982",3.92,50,2.55,67,1.03,47,70,0.7
3037,Sam Sicilia, 15-8-0,"5' 8""",145,"67""",Orthodox,"Feb 01, 1986",2.46,33,3.55,59,1.45,43,70,0.9
3038,George Stork, 7-9-0,"5' 10""",185,--,,--,0,0,0,0,0,0,0,0
3039,Taila Santos, 17-1-0,"5' 6""",125,"68""",Orthodox,"Jun 22, 1993",3.52,48,2.22,59,2,80,85,1
3040,Fabio Silva, 1-8-0,"5' 11""",205,--,Orthodox,"Mar 31, 1982",0.09,11,5.9,38,0,0,0,0
3041,Eric Schambari, 15-6-0,"5' 11""",185,--,Orthodox,"Apr 22, 1978",1.43,42,1.07,54,3,42,0,1
3042,Steve Steinbeiss, 9-4-0,"6' 3""",185,"75""",Orthodox,"May 05, 1981",3.92,55,1.86,49,0.44,50,58,0
3043,Paulo Santos, 0-3-0,--,--,--,,--,0,0,0,0,0,0,0,0
3044,Darren Stewart, 12-7-0 (2 NC),"6' 0""",185,"74""",Orthodox,"Dec 30, 1990",2.98,45,3.07,49,1.56,41,67,0.1
3045,Shaheen Santana, 6-1-0,"6' 1""",155,"75""",Orthodox,"Jun 04, 1991",0.82,42,1.65,40,0,0,0,2.8
3046,Chad Sutton, 2-2-0,"6' 1""",185,--,,"Aug 07, 1982",0,0,0,0,0,0,0,0
3047,Diego Saraiva, 22-20-1,"5' 6""",155,--,Orthodox,"Apr 23, 1982",1.64,32,3.58,62,1.33,40,0,0.7
3048,Rony Sefo, 0-2-0,"5' 9""",225,--,Orthodox,--,0,0,0.43,0,0,0,0,0
3049,Felipe Silva, 8-2-0,"6' 0""",155,"77""",Orthodox,"May 08, 1984",5.4,50,1.8,59,1,100,71,0
3050,Colton Smith, 7-4-0,"6' 0""",155,"71""",Orthodox,"Aug 14, 1987",1.64,41,2.3,51,4.09,36,25,1.4
3051,Eric Spicely, 12-6-0,"6' 1""",185,"73""",Orthodox,"Sep 29, 1986",3.71,45,5.72,55,1.31,20,75,1
3052,Tim Stout, 12-10-0,"5' 11""",185,--,,"Feb 09, 1979",0,0,0,0,0,0,0,0
3053,George Sullivan, 17-7-0 (1 NC),"6' 0""",170,"73""",Orthodox,"Mar 13, 1981",3.53,39,2.42,57,1.37,20,38,0.7
3054,Damian Stasiak, 10-6-0,"5' 5""",135,"70""",Orthodox,"Feb 20, 1990",1.86,36,3.1,52,2.64,35,43,0.6
3055,Paul Song, 2-2-0,--,185,--,,--,0,0,0,0,0,0,0,0
3056,Eric Smith, 1-1-0,--,--,--,Southpaw,--,0,0,0,0,0,0,0,0
3057,Fredy Serrano, 3-2-0,"5' 3""",125,"65""",Orthodox,"Sep 22, 1979",1.58,26,1.89,61,2.84,25,84,0
3058,Harris Sarmiento, 36-26-0,"5' 9""",155,--,Orthodox,"Sep 09, 1983",0.84,25,3.46,36,2.36,60,57,0
3059,Augusto Sakai, 15-3-1,"6' 3""",265,"77""",Orthodox,"May 09, 1991",5.1,48,3.98,50,0.14,50,66,0
3060,Kim In Seok, 3-6-0,"5' 6""",145,--,Orthodox,--,0.87,37,5.19,60,0,0,0,0
3061,Jason Saggo, 12-4-0,"5' 11""",155,"71""",Orthodox,"Nov 23, 1985",2.5,39,2.94,52,2.33,40,23,0
3062,Peter Sobotta, 17-7-1,"6' 0""",170,"75""",Southpaw,"Jan 11, 1987",2.14,40,2.9,58,1.53,32,77,0.5
3063,Joe Soto, 18-7-0,"5' 6""",135,"65""",Orthodox,"Mar 22, 1987",3.36,41,5.37,67,0.85,21,70,1.9
3064,Pat Schilling, 5-2-0,"5' 8""",145,--,Orthodox,"Aug 28, 1988",1.87,26,8.24,52,0,0,0,0
3065,Maurice Smith, 12-14-0,"6' 2""",221,--,Orthodox,"Dec 13, 1961",0.41,46,0.47,60,0.89,50,20,0.9
3066,Anderson Silva, 34-11-0 (1 NC),"6' 2""",185,"77""",Southpaw,"Apr 14, 1975",3.05,61,2.05,60,0.5,77,69,0.8
3067,Brandon Shuey, 7-6-0,"5' 7""",155,--,Orthodox,"Feb 01, 1976",0.68,33,1.36,0,0,0,0,10.2
3068,Laureano Staropoli, 9-4-0,"6' 1""",185,"71""",Orthodox,"Feb 27, 1993",3.64,33,3.85,54,0.8,40,52,0
3069,Eric Shelton, 12-6-0,"5' 6""",125,"68""",Orthodox,"Feb 02, 1991",2.57,42,1.88,63,2.83,51,46,0.2
3070,Bobby Stack, 8-3-0,"5' 9""",155,--,Orthodox,--,1,20,2.89,34,7.48,45,100,0
3071,Josh Samman, 13-4-0,"6' 3""",185,"79""",Orthodox,"Mar 14, 1988",2.08,52,2.47,34,1.09,33,33,0.4
3072,Dillon Smith, 0-0-0,"6' 0""",170,--,,--,0,0,0,0,0,0,0,0
3073,Josh Sampo, 11-5-0,"5' 4""",125,"64""",Orthodox,"Jul 24, 1984",1.99,36,2.96,55,1.06,33,40,2.1
3074,Assuerio Silva, 16-8-0 (1 NC),"5' 10""",241,--,Orthodox,"Jun 18, 1974",1.42,46,4.2,54,2.66,34,25,1.8
3075,Jonathan Santa Maria, 3-4-0,"5' 9""",125,--,,--,3.6,51,2.53,74,0,0,80,0
3076,Cub Swanson, 27-12-0,"5' 8""",145,"70""",Orthodox,"Nov 02, 1983",4.63,50,3.66,60,1.08,51,60,0.5
3077,Wes Sims, 24-14-1 (2 NC),"6' 10""",260,--,Orthodox,"Aug 04, 1979",0.98,51,2.95,37,0,0,40,2.3
3078,Edivan Santos, 12-2-1 (1 NC),"6' 7""",185,--,,"May 03, 1992",0,0,0,0,0,0,0,0
3079,Joe Schilling, 2-5-0,"6' 3""",185,--,,--,2.84,52,2.64,48,0,0,44,0
3080,Serghei Spivac, 13-2-0,"6' 3""",260,"78""",Orthodox,"Jan 24, 1995",3.85,50,3.1,56,2.83,63,70,0.2
3081,Valentina Shevchenko, 21-3-0,"5' 5""",125,"66""",Southpaw,"Mar 07, 1988",3.02,51,1.99,62,2.64,63,77,0.4
3082,Shunichi Shimizu, 30-18-11 (1 NC),"5' 5""",135,--,Orthodox,"Jan 31, 1985",0.14,33,4.68,30,0,0,0,0
3083,Aji Susilo, 6-4-0,"5' 10""",155,--,,--,0,0,0,0,0,0,0,0
3084,Andre Santos, 38-10-0,"6' 0""",170,--,,--,2.77,34,4.17,41,2.5,29,75,0
3085,Bob Schrijber, 20-17-1,"6' 0""",240,--,Orthodox,--,0,0,0,0,0,0,0,0
3086,Edmen Shahbazyan, 11-2-0,"6' 2""",185,"74""",Orthodox,"Nov 20, 1997",3.46,49,4.1,48,2.97,40,55,0.7
3087,Krzysztof Soszynski, 26-12-1,"6' 1""",205,"77""",Open Stance,"Aug 02, 1977",3.37,39,3.13,58,0.52,25,71,1
3088,Marlon Sims, 3-4-0,--,170,--,,--,0,0,0,0,0,0,0,0
3089,Brandon Saling, 8-6-0,"5' 10""",170,--,,"Jan 28, 1986",2.88,40,6.08,20,0,0,57,0
3090,Scott Shaffer, 0-1-0,"5' 7""",145,--,Orthodox,--,2.4,67,0.53,50,0,0,72,3
3091,Ben Saunders, 22-13-2,"6' 2""",170,"77""",Orthodox,"Apr 13, 1983",3.23,50,3.58,51,0.2,40,66,1.3
3092,Matt Schnell, 15-6-0,"5' 8""",125,"70""",Orthodox,"Jan 15, 1990",4.23,38,4.17,59,0.39,33,50,1
3093,Daniel Spitz, 6-3-0,"6' 7""",245,"82""",Orthodox,"Jul 31, 1990",2.6,35,5.3,46,0.74,66,0,0
3094,Dominique Steele, 14-9-0,"5' 10""",170,"74""",Orthodox,"Jan 27, 1988",2.32,49,2.42,50,2.95,42,76,0
3095,Louis Smolka, 17-7-0,"5' 9""",135,"68""",Orthodox,"Jul 16, 1991",4.44,46,3.74,53,1.84,37,31,1.9
3096,Luke Sanders, 13-5-0,"5' 6""",135,"67""",Southpaw,"Dec 12, 1985",6.61,52,4.37,50,0.71,30,72,0.2
3097,Chris Spang, 6-3-0,"6' 2""",170,--,Orthodox,"Nov 26, 1987",1.83,36,1.95,60,0,0,50,0.9
3098,Alexander Shlemenko, 56-9-0 (1 NC),"5' 11""",185,--,,"May 20, 1984",4.36,60,1.71,63,0,0,0,0
3099,Devin Smyth, 4-2-0,"5' 10""",170,"72""",Switch,"Jul 21, 1995",2.6,68,6.73,25,4,26,100,0
3100,Cody Stamann, 19-4-1,"5' 6""",145,"64""",Orthodox,"Nov 09, 1989",4.03,46,3.36,63,2.8,44,75,0
3101,Mario Soto, 7-2-0,"6' 0""",145,--,,--,1.43,23,5.23,42,0,0,0,0
3102,Kyle Stewart, 11-3-0,"6' 0""",170,"76""",Orthodox,"Jan 31, 1989",1.41,35,2.42,43,1.32,20,60,0
3103,Muslim Salikhov, 18-2-0,"5' 11""",170,"70""",Orthodox,"Jun 09, 1984",3.13,48,2.36,68,1.12,38,81,0
3104,Daniel Spohn, 15-6-0,"6' 4""",205,"79""",Southpaw,"Oct 12, 1984",2.42,49,1.6,53,0,0,28,2.5
3105,Henrique Shiguemoto, 13-4-1,"5' 11""",185,"72""",Orthodox,"Jun 22, 1989",3.6,33,6,16,0,0,50,0
3106,Maia Stevenson, 6-5-0,"5' 4""",115,"62""",Orthodox,"Mar 19, 1982",1.57,54,3.13,33,3.91,100,50,0
3107,David Smith, 5-1-0,--,155,--,,--,0,0,0,0,0,0,0,0
3108,Mitchell Sipe, 4-1-0,"6' 2""",245,--,Orthodox,"Apr 09, 1996",5.5,56,9.98,46,1.53,20,0,0
3109,Nick Sanzo, 1-1-0,"5' 9""",190,--,,--,0,0,0,0,0,0,0,0
